emp_no,dept_no,,emp_no,vlookup
11603,d002,,204253,11603
11606,d009,,262006,#N/A
11608,d004,,200121,#N/A
11611,d007,,407920,#N/A
11613,d005,,42462,#N/A
11614,d004,,476605,#N/A
11615,d007,,49891,11615
11617,d008,,479374,#N/A
11618,d001,,38976,#N/A
11618,d007,,60089,#N/A
11619,d007,,280177,11619
11621,d007,,254972,#N/A
11622,d006,,431260,11622
11624,d004,,412256,11624
11628,d005,,255870,#N/A
11628,d008,,91349,#N/A
11629,d008,,219386,#N/A
11630,d008,,231401,11630
11635,d005,,469117,#N/A
11637,d005,,52722,#N/A
11640,d005,,251441,#N/A
11641,d005,,83075,#N/A
11642,d005,,207161,#N/A
11643,d001,,26527,#N/A
11644,d004,,454001,#N/A
11646,d005,,433975,#N/A
11649,d005,,408540,#N/A
11649,d008,,221409,#N/A
11652,d004,,104505,#N/A
11653,d005,,49050,#N/A
11654,d006,,219068,#N/A
11655,d005,,65836,#N/A
11657,d004,,31719,#N/A
11660,d007,,108842,11660
11661,d004,,55357,#N/A
11662,d007,,251287,11662
11665,d006,,253700,#N/A
11667,d001,,211801,#N/A
11670,d003,,471004,#N/A
11671,d007,,470886,#N/A
11672,d007,,50898,#N/A
11675,d006,,422156,#N/A
11677,d002,,405561,#N/A
11679,d005,,273516,11679
11680,d007,,102053,#N/A
11685,d004,,442862,11685
11686,d004,,226318,11686
11686,d009,,45213,11686
11687,d004,,400986,#N/A
11688,d007,,68119,#N/A
11689,d002,,208581,#N/A
11691,d004,,296650,#N/A
11693,d005,,104170,11693
11695,d004,,296153,#N/A
11695,d009,,496552,#N/A
11697,d005,,41000,#N/A
11698,d007,,223975,#N/A
11702,d005,,51200,11702
11703,d009,,454737,#N/A
11704,d004,,77521,11704
11705,d002,,408745,#N/A
11705,d003,,256115,#N/A
11706,d007,,486171,#N/A
11707,d005,,460889,#N/A
11708,d007,,227667,11708
11710,d002,,219539,#N/A
11711,d005,,447074,#N/A
11712,d009,,229673,#N/A
11713,d004,,473730,#N/A
11713,d006,,493593,#N/A
11714,d009,,218427,#N/A
11715,d007,,404571,11715
11716,d005,,13417,#N/A
11720,d007,,255810,#N/A
11721,d005,,98267,#N/A
11722,d004,,431199,#N/A
11724,d004,,266291,#N/A
11725,d004,,70694,#N/A
11727,d001,,463935,#N/A
11732,d004,,298763,#N/A
11732,d009,,40811,#N/A
11733,d005,,102637,11733
11735,d009,,472633,#N/A
11738,d004,,88634,#N/A
11742,d008,,48495,11742
11747,d007,,407151,#N/A
11748,d005,,209992,#N/A
11751,d008,,219634,#N/A
11752,d001,,426518,#N/A
11754,d008,,71910,#N/A
11755,d009,,406146,#N/A
11756,d005,,414022,#N/A
11757,d005,,296143,#N/A
11760,d004,,99602,11760
11761,d002,,413987,#N/A
11762,d004,,96395,#N/A
11763,d005,,294844,#N/A
11764,d004,,442969,#N/A
11765,d003,,95144,#N/A
11771,d009,,484508,#N/A
11773,d007,,493689,#N/A
11775,d005,,259455,11775
11776,d001,,234687,#N/A
11778,d004,,25960,#N/A
11779,d008,,94942,11779
11780,d004,,13470,#N/A
11780,d005,,453313,#N/A
11783,d006,,76089,#N/A
11784,d004,,460879,#N/A
11785,d007,,10030,11785
11787,d004,,293627,#N/A
11789,d008,,244519,#N/A
11790,d005,,412889,11790
11791,d005,,434765,#N/A
11794,d005,,89072,#N/A
11796,d002,,39633,11796
11797,d001,,442466,11797
11797,d007,,400133,11797
11798,d002,,84195,11798
11804,d005,,104238,#N/A
11805,d005,,294617,#N/A
11806,d005,,73065,#N/A
11809,d005,,431932,#N/A
11814,d003,,211748,11814
11815,d004,,37418,#N/A
11815,d009,,257388,#N/A
11817,d007,,453057,#N/A
11818,d005,,411327,#N/A
11819,d006,,451312,#N/A
11820,d005,,490042,11820
11821,d004,,246415,#N/A
11824,d005,,209656,11824
11825,d006,,455210,#N/A
11828,d007,,200764,11828
11829,d004,,35543,#N/A
11830,d007,,436081,#N/A
11831,d004,,87544,#N/A
11831,d009,,288611,#N/A
11832,d005,,457626,11832
11833,d001,,273876,#N/A
11834,d005,,252806,#N/A
11836,d008,,489995,#N/A
11837,d005,,64209,#N/A
11839,d004,,432917,11839
11841,d001,,401013,#N/A
11841,d009,,445530,#N/A
11847,d004,,400045,#N/A
11849,d007,,84213,#N/A
11850,d007,,238516,#N/A
11851,d009,,30925,#N/A
11852,d001,,25484,11852
11852,d007,,203452,11852
11853,d001,,424382,11853
11854,d006,,229084,11854
11855,d004,,105766,11855
11859,d007,,291177,#N/A
11860,d004,,209436,#N/A
11862,d004,,74499,#N/A
11862,d006,,481113,#N/A
11866,d006,,298896,#N/A
11867,d004,,275970,#N/A
11868,d006,,43958,11868
11870,d004,,268111,11870
11873,d001,,202978,#N/A
11873,d007,,66013,#N/A
11876,d005,,265662,#N/A
11877,d009,,31038,#N/A
11883,d006,,234637,#N/A
11884,d007,,299374,11884
11886,d004,,211245,#N/A
11887,d005,,49223,11887
11888,d001,,62993,#N/A
11889,d005,,67471,#N/A
11891,d005,,425081,#N/A
11892,d007,,98460,11892
11894,d005,,499375,#N/A
11896,d004,,81848,11896
11899,d004,,13398,#N/A
11900,d004,,413511,#N/A
11902,d004,,261121,#N/A
11906,d005,,93337,11906
11907,d003,,72437,#N/A
11909,d009,,243620,#N/A
11911,d005,,437114,#N/A
11912,d004,,75924,#N/A
11912,d005,,222696,#N/A
11915,d004,,80085,11915
11917,d004,,427233,#N/A
11919,d004,,201641,#N/A
11924,d004,,89182,#N/A
11927,d007,,287170,#N/A
11928,d004,,36249,11928
11928,d005,,420761,11928
11929,d005,,101934,#N/A
11930,d004,,247842,#N/A
11932,d004,,260278,11932
11934,d005,,281884,#N/A
11935,d001,,446586,11935
11936,d007,,245669,#N/A
11938,d004,,29191,#N/A
11938,d009,,36733,#N/A
11940,d005,,410906,#N/A
11941,d007,,62369,#N/A
11942,d004,,463094,#N/A
11943,d005,,462269,#N/A
11944,d006,,274549,#N/A
11945,d003,,410689,11945
11946,d007,,477428,#N/A
11947,d007,,14703,#N/A
11948,d004,,472579,#N/A
11948,d009,,31239,#N/A
11950,d005,,242511,#N/A
11952,d004,,14627,#N/A
11953,d001,,95636,#N/A
11954,d005,,288150,#N/A
11955,d005,,299680,11955
11956,d002,,236406,#N/A
11957,d005,,402442,#N/A
11957,d006,,482206,#N/A
11958,d002,,16858,#N/A
11963,d004,,444392,#N/A
11965,d004,,289129,11965
11966,d007,,218900,11966
11968,d005,,291364,11968
11970,d005,,453870,11970
11972,d001,,447975,#N/A
11973,d009,,227633,11973
11974,d002,,93929,#N/A
11975,d005,,211056,11975
11976,d004,,69191,11976
11978,d005,,107653,11978
11981,d005,,250693,11981
11982,d004,,425325,#N/A
11985,d004,,67180,#N/A
11986,d009,,293983,11986
11989,d004,,222728,#N/A
11990,d005,,51382,#N/A
11991,d008,,10968,#N/A
11992,d004,,295487,#N/A
11993,d003,,295250,#N/A
11995,d002,,12475,#N/A
11997,d003,,426156,11997
11998,d004,,270021,11998
11998,d005,,20220,11998
11999,d004,,476406,#N/A
12000,d004,,413237,12000
12001,d002,,293847,#N/A
12003,d001,,237629,#N/A
12006,d005,,97626,#N/A
12007,d005,,284467,#N/A
12010,d004,,46547,12010
12011,d007,,424552,#N/A
12012,d007,,444943,#N/A
12013,d007,,430025,#N/A
12014,d006,,430059,#N/A
12015,d008,,250126,#N/A
12016,d005,,87803,#N/A
12018,d004,,248211,12018
12018,d005,,206083,12018
12021,d004,,26566,#N/A
12022,d008,,480555,#N/A
12023,d006,,288916,#N/A
12024,d003,,454888,#N/A
12027,d005,,493157,12027
12027,d008,,247986,12027
12029,d004,,27452,12029
12031,d006,,273855,#N/A
12033,d005,,459334,12033
12035,d009,,464908,#N/A
12036,d001,,26349,#N/A
12036,d007,,207341,#N/A
12038,d005,,475975,#N/A
12041,d006,,65211,12041
12044,d004,,13286,#N/A
12045,d005,,71117,#N/A
12048,d004,,227323,#N/A
12049,d004,,36487,12049
12050,d004,,490006,#N/A
12051,d004,,431207,#N/A
12054,d007,,212914,#N/A
12055,d002,,430457,12055
12057,d001,,207597,#N/A
12059,d004,,471326,#N/A
12065,d004,,222791,#N/A
12066,d002,,56967,12066
12070,d005,,67396,#N/A
12072,d006,,286540,#N/A
12076,d007,,236981,#N/A
12079,d008,,58876,#N/A
12080,d007,,473351,12080
12081,d001,,407768,12081
12082,d007,,403295,12082
12083,d002,,227235,#N/A
12084,d005,,464620,#N/A
12090,d004,,79246,#N/A
12093,d005,,463707,#N/A
12097,d007,,23512,#N/A
12099,d007,,498028,#N/A
12100,d007,,203224,#N/A
12103,d009,,87236,#N/A
12104,d004,,299794,#N/A
12105,d008,,234859,#N/A
12107,d005,,263198,#N/A
12108,d005,,72073,#N/A
12113,d007,,203023,12113
12117,d005,,284573,12117
12117,d006,,276146,12117
12118,d001,,482824,#N/A
12122,d004,,277296,#N/A
12123,d008,,38224,#N/A
12125,d004,,78936,#N/A
12125,d005,,439611,#N/A
12128,d007,,100231,12128
12130,d001,,268828,#N/A
12131,d004,,42609,12131
12133,d001,,59090,#N/A
12135,d009,,282413,#N/A
12137,d004,,104087,12137
12139,d004,,474544,12139
12142,d006,,407180,#N/A
12144,d008,,31890,#N/A
12145,d009,,265642,#N/A
12146,d007,,291120,#N/A
12147,d004,,497441,#N/A
12150,d004,,31924,12150
12151,d001,,234979,#N/A
12155,d004,,252464,#N/A
12156,d008,,201428,12156
12158,d004,,486373,#N/A
12161,d003,,408687,#N/A
12162,d004,,16249,12162
12162,d006,,417635,12162
12166,d006,,204898,12166
12167,d009,,239206,#N/A
12168,d009,,475764,#N/A
12170,d001,,241957,12170
12170,d003,,433950,12170
12175,d001,,54185,#N/A
12177,d005,,22679,#N/A
12179,d005,,77664,#N/A
12180,d005,,15070,#N/A
12182,d002,,109214,#N/A
12183,d006,,30617,12183
12186,d009,,97403,#N/A
12188,d004,,65101,#N/A
12188,d009,,274216,#N/A
12190,d005,,455125,12190
12191,d004,,438816,#N/A
12193,d003,,408257,12193
12196,d004,,64098,#N/A
12198,d005,,80937,#N/A
12199,d007,,498736,#N/A
12200,d004,,103424,#N/A
12201,d004,,272423,#N/A
12202,d009,,238718,#N/A
12204,d003,,496952,#N/A
12205,d005,,27007,#N/A
12206,d005,,238925,#N/A
12207,d009,,108918,#N/A
12208,d005,,91793,12208
12208,d008,,439027,12208
12209,d002,,15585,#N/A
12210,d008,,441613,12210
12214,d001,,468009,12214
12215,d005,,232445,#N/A
12217,d002,,483993,#N/A
12217,d003,,489454,#N/A
12218,d006,,438601,#N/A
12219,d008,,256424,#N/A
12220,d002,,496107,#N/A
12221,d005,,473276,#N/A
12222,d002,,238205,#N/A
12223,d004,,108178,12223
12225,d007,,94450,#N/A
12231,d004,,446516,#N/A
12234,d007,,75703,#N/A
12236,d004,,212392,12236
12236,d005,,266748,12236
12238,d005,,237701,12238
12240,d004,,461404,#N/A
12241,d009,,61045,#N/A
12245,d004,,298708,#N/A
12246,d003,,87434,#N/A
12248,d009,,256750,#N/A
12249,d005,,285898,12249
12250,d005,,220583,#N/A
12251,d006,,453261,#N/A
12253,d007,,238351,#N/A
12254,d004,,235252,#N/A
12255,d002,,53868,#N/A
12256,d003,,432228,#N/A
12257,d004,,107343,#N/A
12258,d005,,454072,#N/A
12259,d007,,206361,#N/A
12261,d007,,445925,#N/A
12263,d004,,273843,#N/A
12264,d005,,476173,#N/A
12266,d005,,211634,#N/A
12268,d004,,92203,#N/A
12270,d008,,467484,#N/A
12271,d003,,458754,12271
12272,d003,,409529,#N/A
12275,d004,,413519,#N/A
12277,d004,,87409,#N/A
12279,d005,,251371,12279
12279,d008,,99996,12279
12280,d005,,24661,#N/A
12281,d005,,427025,#N/A
12287,d005,,75357,#N/A
12289,d004,,454104,12289
12290,d002,,262402,12290
12290,d007,,410473,12290
12291,d007,,449614,#N/A
12292,d004,,410165,12292
12293,d004,,457010,#N/A
12296,d007,,271088,#N/A
12298,d005,,98653,12298
12298,d008,,428971,12298
12299,d005,,100066,12299
12300,d004,,298805,#N/A
12303,d008,,19178,12303
12307,d005,,486330,12307
12310,d005,,296095,12310
12311,d005,,239748,#N/A
12313,d004,,53561,12313
12314,d008,,209889,12314
12316,d004,,495646,12316
12317,d004,,239015,#N/A
12317,d009,,455306,#N/A
12318,d007,,220732,#N/A
12319,d008,,298678,#N/A
12320,d005,,494752,#N/A
12321,d007,,290518,#N/A
12324,d005,,423480,#N/A
12326,d006,,35764,#N/A
12327,d005,,413232,12327
12328,d003,,206662,#N/A
12329,d006,,280448,#N/A
12330,d007,,219878,12330
12331,d001,,276913,12331
12332,d004,,462511,12332
12333,d005,,64381,#N/A
12335,d003,,402218,12335
12340,d005,,218504,#N/A
12341,d005,,267429,#N/A
12342,d006,,456696,12342
12344,d005,,278767,#N/A
12345,d004,,256562,#N/A
12347,d001,,424706,12347
12348,d004,,42276,#N/A
12349,d007,,449239,#N/A
12352,d005,,244903,#N/A
12353,d005,,252427,#N/A
12354,d003,,241527,12354
12357,d005,,244323,#N/A
12362,d005,,285929,12362
12363,d002,,464343,#N/A
12365,d004,,261310,#N/A
12366,d009,,276350,12366
12368,d001,,424893,#N/A
12369,d005,,210312,12369
12370,d006,,85787,#N/A
12372,d008,,89400,#N/A
12375,d006,,70834,12375
12376,d004,,474820,#N/A
12378,d009,,471773,#N/A
12379,d005,,401174,#N/A
12385,d006,,403831,#N/A
12386,d005,,105156,#N/A
12388,d004,,443668,#N/A
12388,d005,,105298,#N/A
12389,d002,,416903,#N/A
12390,d007,,212135,#N/A
12394,d006,,421507,#N/A
12395,d002,,436587,12395
12396,d004,,226517,12396
12397,d004,,66563,12397
12398,d007,,481795,12398
12398,d009,,257384,12398
12400,d007,,432462,#N/A
12401,d005,,230115,#N/A
12406,d005,,260467,12406
12407,d004,,453292,#N/A
12408,d005,,472628,#N/A
12409,d005,,258974,12409
12409,d008,,284361,12409
12410,d005,,101442,#N/A
12411,d007,,60225,#N/A
12413,d004,,294646,#N/A
12414,d007,,58928,#N/A
12415,d007,,102343,#N/A
12416,d002,,468104,#N/A
12417,d004,,204369,12417
12420,d004,,272787,#N/A
12420,d009,,464885,#N/A
12422,d003,,289711,#N/A
12425,d006,,292635,#N/A
12426,d006,,412143,#N/A
12431,d004,,23165,#N/A
12432,d004,,459306,#N/A
12434,d004,,267136,#N/A
12435,d007,,430673,#N/A
12436,d005,,238713,#N/A
12440,d005,,471518,#N/A
12441,d005,,488337,#N/A
12442,d005,,282942,#N/A
12443,d004,,240268,#N/A
12444,d008,,453793,12444
12445,d004,,264487,12445
12446,d009,,32314,#N/A
12447,d005,,248592,12447
12450,d005,,473746,#N/A
12452,d004,,415933,#N/A
12454,d007,,45280,12454
12455,d005,,43329,#N/A
12458,d002,,38841,#N/A
12458,d003,,243574,#N/A
12461,d005,,225669,#N/A
12462,d001,,242058,#N/A
12463,d005,,233382,#N/A
12464,d007,,67772,12464
12465,d002,,484534,#N/A
12466,d002,,12615,12466
12468,d003,,280786,#N/A
12469,d005,,250614,#N/A
12470,d004,,473512,12470
12472,d005,,224420,#N/A
12473,d001,,430166,#N/A
12476,d005,,422869,#N/A
12477,d004,,265172,#N/A
12479,d005,,214034,#N/A
12480,d002,,33576,12480
12482,d004,,413466,12482
12484,d005,,448375,#N/A
12490,d005,,40177,#N/A
12492,d004,,18421,#N/A
12494,d001,,98244,#N/A
12495,d001,,472208,#N/A
12496,d004,,258744,#N/A
12496,d009,,495152,#N/A
12498,d005,,89122,#N/A
12499,d007,,458500,#N/A
12500,d004,,241196,#N/A
12501,d002,,241959,#N/A
12502,d004,,422687,#N/A
12504,d004,,272431,12504
12505,d001,,242167,#N/A
12505,d007,,492920,#N/A
12508,d008,,227484,#N/A
12509,d009,,57140,12509
12510,d004,,466244,12510
12513,d007,,289371,#N/A
12516,d004,,450722,12516
12516,d006,,408893,12516
12518,d005,,448511,#N/A
12519,d004,,70949,12519
12521,d007,,417432,#N/A
12522,d004,,434012,#N/A
12523,d007,,220683,#N/A
12524,d005,,252240,#N/A
12527,d004,,10601,12527
12527,d009,,42038,12527
12529,d009,,266249,12529
12531,d004,,92560,#N/A
12534,d004,,450869,#N/A
12537,d001,,32509,#N/A
12537,d007,,233539,#N/A
12538,d005,,204464,12538
12542,d003,,37894,#N/A
12543,d006,,492221,#N/A
12547,d002,,226539,#N/A
12547,d003,,106351,#N/A
12548,d005,,242556,12548
12551,d004,,273553,12551
12555,d005,,242399,#N/A
12556,d005,,279242,#N/A
12558,d006,,39643,#N/A
12559,d004,,58477,#N/A
12561,d008,,274158,#N/A
12562,d001,,103617,12562
12565,d007,,104120,#N/A
12569,d005,,448066,12569
12570,d004,,470003,#N/A
12571,d004,,84768,#N/A
12572,d005,,218319,#N/A
12574,d005,,293803,#N/A
12575,d007,,291510,#N/A
12578,d009,,439449,12578
12579,d004,,297490,#N/A
12580,d004,,459035,#N/A
12581,d005,,19236,12581
12583,d008,,434594,#N/A
12584,d006,,449420,12584
12586,d006,,459706,#N/A
12587,d002,,42563,#N/A
12587,d003,,109080,#N/A
12589,d005,,34091,#N/A
12591,d007,,493958,#N/A
12592,d004,,291536,12592
12593,d007,,64905,12593
12595,d007,,284968,#N/A
12596,d003,,443403,#N/A
12597,d009,,488296,#N/A
12602,d006,,12082,#N/A
12604,d002,,411709,#N/A
12607,d005,,45125,#N/A
12610,d004,,256329,12610
12614,d001,,216678,#N/A
12618,d001,,43981,#N/A
12619,d004,,48628,#N/A
12620,d007,,299554,12620
12622,d007,,38310,#N/A
12623,d001,,420585,#N/A
12624,d007,,223714,#N/A
12628,d002,,252602,#N/A
12630,d009,,93309,#N/A
12631,d004,,421835,#N/A
12633,d004,,291013,#N/A
12635,d004,,442461,12635
12635,d009,,455150,12635
12637,d003,,480521,12637
12638,d005,,438795,12638
12639,d004,,260545,#N/A
12640,d007,,34040,12640
12642,d001,,414010,#N/A
12643,d002,,425624,12643
12644,d004,,59261,#N/A
12646,d004,,480554,#N/A
12646,d005,,403088,#N/A
12647,d008,,74532,12647
12649,d003,,13184,#N/A
12651,d007,,247652,#N/A
12652,d005,,34976,12652
12653,d006,,261442,#N/A
12654,d005,,250676,#N/A
12658,d007,,208844,12658
12660,d007,,228844,#N/A
12661,d005,,57562,12661
12662,d005,,207275,#N/A
12665,d002,,274087,12665
12668,d002,,291546,#N/A
12670,d004,,445705,#N/A
12671,d004,,62156,#N/A
12673,d001,,62739,#N/A
12673,d007,,461414,#N/A
12674,d002,,92816,#N/A
12675,d007,,205545,#N/A
12676,d004,,28845,#N/A
12681,d007,,232020,#N/A
12683,d004,,48100,12683
12683,d009,,299808,12683
12684,d002,,227342,#N/A
12686,d003,,436917,#N/A
12688,d009,,17454,#N/A
12689,d005,,463072,#N/A
12690,d007,,11434,12690
12691,d004,,295693,12691
12692,d005,,69971,12692
12694,d004,,58659,12694
12699,d007,,210740,#N/A
12701,d005,,68597,#N/A
12704,d007,,477148,#N/A
12705,d007,,288618,#N/A
12707,d007,,39912,#N/A
12708,d007,,41318,#N/A
12709,d005,,202998,#N/A
12710,d005,,403454,#N/A
12711,d008,,90956,#N/A
12713,d005,,235712,#N/A
12714,d004,,488839,12714
12715,d002,,33340,#N/A
12716,d007,,100210,#N/A
12718,d004,,267740,#N/A
12719,d005,,244514,#N/A
12722,d002,,292643,#N/A
12724,d007,,94874,#N/A
12725,d003,,485510,#N/A
12726,d005,,484640,#N/A
12727,d005,,438033,12727
12729,d004,,13469,#N/A
12729,d009,,218351,#N/A
12731,d003,,461907,#N/A
12732,d007,,39523,12732
12733,d005,,222844,12733
12734,d005,,203939,#N/A
12735,d002,,257455,#N/A
12736,d005,,417531,#N/A
12738,d004,,208919,12738
12740,d008,,417106,#N/A
12744,d005,,210642,12744
12745,d009,,43883,12745
12746,d004,,65434,#N/A
12747,d004,,210313,12747
12747,d006,,19059,12747
12748,d006,,250273,12748
12749,d006,,24442,#N/A
12750,d005,,91220,#N/A
12751,d004,,99409,#N/A
12756,d007,,39276,#N/A
12758,d002,,435005,#N/A
12759,d007,,260262,12759
12760,d004,,23148,#N/A
12764,d005,,433058,#N/A
12766,d007,,12327,#N/A
12768,d005,,498401,12768
12769,d004,,430261,#N/A
12771,d009,,36250,#N/A
12772,d003,,258584,#N/A
12773,d005,,55045,12773
12774,d005,,216849,12774
12777,d007,,408863,#N/A
12778,d003,,481041,#N/A
12784,d005,,22648,#N/A
12785,d004,,269524,#N/A
12785,d009,,207351,#N/A
12786,d004,,98912,#N/A
12788,d005,,293305,#N/A
12789,d005,,99822,12789
12791,d004,,55927,12791
12792,d009,,477963,#N/A
12793,d004,,210095,#N/A
12794,d005,,294302,12794
12794,d008,,24483,12794
12795,d002,,230311,#N/A
12798,d007,,453008,#N/A
12799,d003,,492393,#N/A
12800,d007,,41385,#N/A
12802,d004,,408233,#N/A
12803,d001,,431086,#N/A
12803,d007,,432261,#N/A
12807,d006,,227087,#N/A
12808,d005,,416410,#N/A
12809,d001,,14237,12809
12810,d005,,403837,#N/A
12811,d005,,62806,#N/A
12812,d004,,89152,#N/A
12812,d005,,254655,#N/A
12815,d008,,460410,#N/A
12816,d004,,471056,12816
12817,d005,,53208,#N/A
12819,d004,,433348,#N/A
12820,d009,,427776,#N/A
12821,d005,,49740,#N/A
12821,d008,,498449,#N/A
12822,d001,,55796,12822
12823,d005,,431736,#N/A
12825,d004,,478022,12825
12826,d007,,236405,#N/A
12827,d008,,83396,12827
12828,d002,,495350,12828
12829,d004,,266791,#N/A
12829,d009,,299436,#N/A
12831,d004,,89336,#N/A
12833,d005,,45730,#N/A
12836,d006,,39259,#N/A
12838,d003,,241638,12838
12840,d005,,466670,#N/A
12844,d001,,440051,#N/A
12845,d007,,231676,#N/A
12848,d005,,292658,#N/A
12849,d005,,496434,#N/A
12849,d006,,226322,#N/A
12851,d002,,49328,#N/A
12852,d004,,464900,#N/A
12853,d009,,208932,#N/A
12856,d005,,473884,12856
12857,d005,,217686,12857
12858,d007,,476170,#N/A
12859,d003,,478840,#N/A
12861,d002,,46724,#N/A
12864,d004,,278465,12864
12868,d004,,232728,#N/A
12868,d006,,219171,#N/A
12871,d009,,13689,12871
12873,d007,,498882,#N/A
12874,d003,,15085,#N/A
12875,d007,,84466,#N/A
12877,d005,,487282,#N/A
12877,d009,,439940,#N/A
12878,d006,,206029,12878
12879,d005,,454265,12879
12880,d007,,19588,#N/A
12883,d008,,60231,12883
12885,d005,,98713,#N/A
12885,d008,,285261,#N/A
12886,d007,,84194,12886
12887,d005,,409955,12887
12891,d008,,291606,#N/A
12892,d004,,285978,#N/A
12893,d007,,98823,12893
12895,d004,,453567,#N/A
12898,d003,,243609,12898
12899,d003,,108884,#N/A
12900,d004,,27578,#N/A
12902,d007,,71584,12902
12903,d001,,88968,#N/A
12903,d007,,497243,#N/A
12906,d001,,433741,#N/A
12907,d005,,11092,12907
12908,d003,,80159,#N/A
12909,d007,,39155,#N/A
12910,d009,,480401,#N/A
12913,d005,,459101,#N/A
12913,d006,,78544,#N/A
12915,d007,,70139,#N/A
12916,d004,,448832,#N/A
12918,d005,,71750,12918
12919,d007,,258646,#N/A
12920,d005,,450548,12920
12922,d007,,26684,#N/A
12924,d005,,244057,#N/A
12925,d006,,471512,#N/A
12926,d008,,216879,#N/A
12927,d004,,220041,#N/A
12928,d005,,279610,12928
12930,d004,,42415,12930
12932,d004,,54195,12932
12932,d009,,54502,12932
12936,d005,,432285,12936
12937,d001,,494015,12937
12939,d004,,467399,#N/A
12940,d005,,474205,#N/A
12941,d005,,454348,#N/A
12942,d004,,282100,#N/A
12942,d006,,256983,#N/A
12944,d009,,210650,12944
12946,d001,,269092,#N/A
12951,d001,,442455,12951
12951,d007,,36174,12951
12953,d004,,85394,#N/A
12954,d007,,222370,12954
